word,emergence_period,emergence_index,freq_before,freq_after,persistence,freq_profile
altars,1900-1940,2,0.7228807666005954,26.05296454418073,2,"[1.726769766333515, 0.7228807666005954, 26.05296454418073, 26.23264938353274]"
fanning,1900-1940,2,4.3372845996035725,26.05296454418073,2,"[3.45353953266703, 4.3372845996035725, 26.05296454418073, 25.092099410335663]"
constellation,1900-1940,2,0.7228807666005954,26.05296454418073,2,"[1.2950773247501364, 0.7228807666005954, 26.05296454418073, 29.654299303123967]"
shuts,1900-1940,2,2.1686422998017862,26.05296454418073,2,"[9.065541273250956, 2.1686422998017862, 26.05296454418073, 5.702749865985378]"
sketches,1900-1940,2,2.8915230664023817,26.05296454418073,2,"[5.1803092990005455, 2.8915230664023817, 26.05296454418073, 20.52989951754736]"
cheers,1900-1940,2,2.8915230664023817,26.05296454418073,2,"[16.404312780168393, 2.8915230664023817, 26.05296454418073, 30.794849276321038]"
wilt,1900-1940,2,2.1686422998017862,26.05296454418073,2,"[22.016314520752317, 2.1686422998017862, 26.05296454418073, 34.21649919591227]"
aboriginal,1900-1940,2,0.7228807666005954,26.05296454418073,2,"[2.5901546495002727, 0.7228807666005954, 26.05296454418073, 5.702749865985378]"
whores,1900-1940,2,0.0,26.05296454418073,2,"[0.0, 0.0, 26.05296454418073, 26.23264938353274]"
seizes,1900-1940,2,2.8915230664023817,26.05296454418073,2,"[6.043694182167303, 2.8915230664023817, 26.05296454418073, 23.95154943713859]"
embraces,1900-1940,2,4.3372845996035725,26.05296454418073,2,"[3.885231974250409, 4.3372845996035725, 26.05296454418073, 30.794849276321038]"
ballad,1900-1940,2,0.7228807666005954,26.05296454418073,2,"[4.316924415833788, 0.7228807666005954, 26.05296454418073, 27.373199356729813]"
virgins,1900-1940,2,2.1686422998017862,26.05296454418073,2,"[6.4753866237506825, 2.1686422998017862, 26.05296454418073, 25.092099410335663]"
advances,1900-1940,2,4.3372845996035725,24.920226955303306,2,"[16.404312780168393, 4.3372845996035725, 24.920226955303306, 27.373199356729813]"
territory,1900-1940,2,2.8915230664023817,24.920226955303306,2,"[4.748616857417167, 2.8915230664023817, 24.920226955303306, 17.108249597956135]"
eminent,1900-1940,2,4.3372845996035725,24.920226955303306,2,"[17.699390104918532, 4.3372845996035725, 24.920226955303306, 12.546049705167832]"
notorious,1900-1940,2,2.8915230664023817,24.920226955303306,2,"[4.748616857417167, 2.8915230664023817, 24.920226955303306, 21.67044949074444]"
beholds,1900-1940,2,2.1686422998017862,24.920226955303306,2,"[13.81415813066812, 2.1686422998017862, 24.920226955303306, 26.23264938353274]"
relates,1900-1940,2,4.3372845996035725,24.920226955303306,2,"[13.81415813066812, 4.3372845996035725, 24.920226955303306, 26.23264938353274]"
muff,1860-1900,1,1.2950773247501364,24.577946064420242,3,"[1.2950773247501364, 24.577946064420242, 6.7964255332645385, 5.702749865985378]"
smashed,1860-1900,1,4.316924415833788,24.577946064420242,2,"[4.316924415833788, 24.577946064420242, 18.12380142203877, 0.0]"
del,1860-1900,1,0.8633848831667575,24.577946064420242,2,"[0.8633848831667575, 24.577946064420242, 18.12380142203877, 4.5621998927883025]"
bends,1900-1940,2,4.3372845996035725,23.787489366425884,2,"[6.043694182167303, 4.3372845996035725, 23.787489366425884, 23.95154943713859]"
