word,n_periods,min_freq,max_freq,freq_profile
man,4,1731,6844,"[6844, 3906, 1731, 1875]"
little,4,1396,6475,"[6475, 2523, 1562, 1396]"
old,4,1328,5175,"[5175, 1918, 1328, 1484]"
too,4,1238,3150,"[3150, 1871, 1238, 1320]"
upon,4,1203,4654,"[4654, 2067, 1203, 1651]"
long,4,1087,2824,"[2824, 1651, 1087, 1148]"
made,4,985,3817,"[3817, 2317, 985, 992]"
own,4,984,3093,"[3093, 1701, 984, 1077]"
eyes,4,984,2532,"[2532, 2048, 1040, 984]"
great,4,949,3363,"[3363, 1423, 949, 1051]"
life,4,942,2375,"[2375, 1840, 1142, 942]"
hand,4,931,2855,"[2855, 1829, 1014, 931]"
father,4,884,1862,"[1862, 1176, 884, 942]"
away,4,863,2785,"[2785, 1610, 867, 863]"
came,4,808,2342,"[2342, 2110, 924, 808]"
head,4,772,2799,"[2799, 1356, 772, 867]"
name,4,756,1518,"[1518, 756, 836, 882]"
face,4,730,2224,"[2224, 1626, 879, 730]"
though,4,722,2437,"[2437, 1536, 722, 1047]"
young,4,722,2890,"[2890, 1561, 722, 725]"
right,4,708,2058,"[2058, 1113, 708, 734]"
last,4,703,2296,"[2296, 1398, 703, 946]"
thought,4,697,2853,"[2853, 1883, 702, 697]"
house,4,691,2259,"[2259, 1559, 794, 691]"
men,4,679,2025,"[2025, 1308, 679, 727]"
went,4,672,2459,"[2459, 2209, 936, 672]"
world,4,666,1497,"[1497, 876, 666, 673]"
called,4,613,1217,"[1217, 613, 620, 657]"
round,4,605,1591,"[1591, 1053, 605, 775]"
saw,4,602,1923,"[1800, 1923, 602, 603]"
three,4,594,1778,"[1778, 1056, 594, 747]"
something,4,586,1959,"[1959, 1364, 630, 586]"
heard,4,585,1571,"[1571, 1297, 591, 585]"
hands,4,573,1544,"[1544, 1117, 573, 592]"
nothing,4,557,3079,"[3079, 1752, 557, 652]"
mother,4,556,1851,"[1851, 884, 556, 623]"
left,4,553,1652,"[1652, 1242, 628, 553]"
far,4,538,1236,"[1236, 774, 568, 538]"
voice,4,538,1275,"[1275, 862, 680, 538]"
mind,4,536,2128,"[2128, 1071, 547, 536]"
place,4,531,1959,"[1959, 1064, 531, 620]"
years,4,524,1360,"[1360, 691, 524, 552]"
don,4,524,3113,"[3113, 1759, 773, 524]"
put,4,514,1903,"[1903, 1220, 596, 514]"
love,4,508,1480,"[1480, 1053, 508, 552]"
found,4,501,1660,"[1660, 1261, 600, 501]"
course,4,499,1130,"[1130, 734, 554, 499]"
moment,4,498,1759,"[1759, 1318, 513, 498]"
son,4,494,618,"[618, 544, 498, 494]"
white,4,489,1099,"[1099, 735, 489, 609]"
light,4,484,1344,"[1344, 890, 539, 484]"
turned,4,481,1317,"[1317, 941, 593, 481]"
air,4,479,1226,"[1226, 675, 479, 546]"
seen,4,478,1626,"[1626, 1066, 478, 553]"
woman,4,475,1711,"[1711, 695, 531, 475]"
seemed,4,471,2161,"[2161, 1586, 471, 607]"
looked,4,468,1957,"[1957, 1662, 553, 468]"
side,4,468,1501,"[1501, 746, 468, 600]"
took,4,456,1967,"[1967, 1448, 519, 456]"
whole,4,456,1494,"[1494, 776, 456, 467]"
words,4,451,1186,"[1186, 892, 451, 453]"
along,4,449,965,"[965, 556, 449, 450]"
door,4,442,2015,"[2015, 1395, 720, 442]"
home,4,431,1493,"[1493, 795, 448, 431]"
better,4,429,1964,"[1964, 888, 429, 437]"
wife,4,427,772,"[731, 772, 455, 427]"
began,4,427,1171,"[1065, 1171, 489, 427]"
felt,4,426,1680,"[1680, 1434, 442, 426]"
stood,4,425,921,"[921, 797, 518, 425]"
towards,4,422,1537,"[1537, 1029, 422, 574]"
together,4,422,986,"[986, 572, 515, 422]"
knew,4,420,1289,"[1289, 1251, 434, 420]"
black,4,416,1107,"[1107, 610, 416, 416]"
water,4,412,759,"[759, 612, 412, 507]"
poor,4,407,1644,"[1644, 889, 407, 508]"
dark,4,406,796,"[796, 507, 413, 406]"
gave,4,405,997,"[997, 801, 425, 405]"
end,4,403,1011,"[1011, 702, 403, 441]"
death,4,397,789,"[789, 714, 397, 435]"
room,4,394,1874,"[1874, 1345, 532, 394]"
earth,4,389,472,"[472, 408, 399, 389]"
body,4,388,693,"[693, 413, 388, 411]"
present,4,368,1066,"[1066, 460, 395, 368]"
heart,4,368,1540,"[1540, 1026, 368, 491]"
feet,4,366,655,"[655, 521, 379, 366]"
others,4,363,662,"[662, 465, 442, 363]"
word,4,357,1239,"[1239, 677, 357, 430]"
used,4,354,751,"[751, 452, 377, 354]"
hear,4,353,1268,"[1268, 626, 353, 390]"
among,4,349,1162,"[1162, 450, 349, 495]"
soul,4,349,787,"[787, 429, 349, 387]"
passed,4,348,975,"[975, 827, 348, 384]"
daughter,4,344,524,"[524, 349, 344, 406]"
looking,4,344,1667,"[1667, 1002, 401, 344]"
high,4,343,712,"[712, 415, 343, 374]"
brought,4,341,963,"[963, 667, 346, 341]"
power,4,341,585,"[585, 341, 388, 374]"
small,4,341,947,"[947, 520, 363, 341]"
read,4,340,767,"[767, 609, 340, 351]"
full,4,337,995,"[995, 518, 337, 393]"
find,4,335,1143,"[1143, 841, 406, 335]"
country,4,332,632,"[632, 489, 419, 332]"
street,4,331,868,"[868, 331, 536, 467]"
coming,4,328,923,"[923, 653, 328, 352]"
best,4,326,1029,"[1029, 522, 326, 336]"
hair,4,325,637,"[637, 420, 400, 325]"
gone,4,323,1196,"[1196, 686, 323, 323]"
open,4,321,939,"[939, 585, 382, 321]"
anything,4,319,1539,"[1539, 809, 355, 319]"
times,4,313,900,"[900, 509, 313, 373]"
dear,4,312,2725,"[2725, 1126, 312, 417]"
feel,4,309,800,"[800, 563, 326, 309]"
kind,4,309,1029,"[1029, 483, 309, 322]"
children,4,308,797,"[797, 613, 351, 308]"
till,4,306,995,"[995, 550, 306, 448]"
soon,4,306,1514,"[1514, 812, 306, 594]"
friend,4,304,1443,"[1443, 925, 304, 369]"
half,4,303,1273,"[1273, 570, 303, 382]"
case,4,303,871,"[871, 420, 510, 303]"
mouth,4,303,412,"[412, 303, 310, 311]"
next,4,302,1014,"[1014, 582, 302, 351]"
arms,4,301,683,"[683, 392, 409, 301]"
enough,4,300,1481,"[1481, 639, 300, 381]"
sure,4,300,1325,"[1325, 532, 300, 382]"
fellow,4,299,680,"[680, 402, 299, 326]"
certain,4,299,924,"[924, 405, 387, 299]"
manner,4,297,1196,"[1196, 433, 297, 313]"
call,4,296,785,"[785, 431, 296, 328]"
suppose,4,296,760,"[760, 381, 351, 296]"
whether,4,295,1126,"[1126, 538, 295, 308]"
days,4,295,911,"[911, 698, 295, 336]"
dead,4,294,822,"[822, 622, 294, 355]"
taken,4,293,1095,"[1095, 636, 300, 293]"
fire,4,292,995,"[995, 541, 292, 326]"
table,4,290,943,"[943, 613, 369, 290]"
sea,4,288,683,"[628, 288, 418, 683]"
set,4,286,1138,"[1138, 547, 286, 310]"
believe,4,286,945,"[945, 722, 456, 286]"
given,4,284,736,"[736, 444, 369, 284]"
means,4,284,688,"[688, 366, 316, 284]"
large,4,281,954,"[954, 402, 347, 281]"
really,4,280,1069,"[1069, 723, 280, 291]"
lay,4,280,762,"[762, 521, 280, 280]"
sun,4,280,407,"[407, 381, 280, 325]"
cannot,4,279,902,"[902, 635, 291, 279]"
known,4,278,778,"[778, 341, 278, 297]"
seems,4,278,510,"[510, 286, 315, 278]"
bed,4,278,926,"[926, 547, 294, 278]"
hat,4,274,596,"[596, 274, 296, 279]"
four,4,274,858,"[858, 435, 274, 316]"
form,4,273,510,"[510, 273, 354, 316]"
red,4,272,491,"[491, 438, 272, 275]"
fact,4,271,805,"[805, 377, 381, 271]"
keep,4,267,923,"[923, 587, 299, 267]"
true,4,267,810,"[810, 585, 267, 280]"
alone,4,267,868,"[868, 811, 402, 267]"
second,4,265,619,"[619, 386, 265, 285]"
mean,4,264,978,"[978, 542, 302, 264]"
short,4,262,935,"[935, 367, 262, 275]"
story,4,261,582,"[378, 261, 555, 582]"
nature,4,260,714,"[714, 410, 478, 260]"
boy,4,260,1259,"[1259, 701, 260, 305]"
saying,4,258,729,"[729, 471, 258, 294]"
eye,4,258,725,"[725, 340, 258, 309]"
matter,4,257,1007,"[1007, 485, 257, 285]"
turn,4,257,742,"[742, 402, 257, 268]"
since,4,257,1194,"[1194, 809, 257, 301]"
girl,4,256,1144,"[1144, 558, 349, 256]"
lost,4,256,620,"[620, 515, 279, 256]"
cold,4,255,667,"[667, 389, 305, 255]"
speak,4,253,1134,"[1134, 660, 253, 308]"
cried,4,252,1257,"[1257, 841, 252, 429]"
sat,4,252,981,"[981, 700, 317, 252]"
five,4,249,737,"[737, 459, 249, 260]"
until,4,248,880,"[880, 511, 279, 248]"
women,4,248,525,"[525, 390, 275, 248]"
order,4,247,719,"[719, 396, 284, 247]"
walked,4,247,702,"[702, 391, 271, 247]"
land,4,245,439,"[439, 285, 266, 245]"
slowly,4,243,452,"[452, 274, 324, 243]"
point,4,241,1009,"[1009, 430, 241, 291]"
answered,4,241,704,"[668, 704, 252, 241]"
state,4,240,835,"[835, 350, 288, 240]"
subject,4,240,786,"[786, 330, 240, 245]"
money,4,240,961,"[961, 503, 320, 240]"
reason,4,240,623,"[623, 394, 262, 240]"
brother,4,238,666,"[666, 549, 238, 311]"
hope,4,237,1233,"[1233, 559, 237, 329]"
least,4,236,869,"[869, 586, 236, 285]"
blood,4,235,431,"[431, 318, 235, 258]"
king,4,235,470,"[470, 235, 302, 291]"
general,4,235,640,"[640, 326, 235, 245]"
human,4,235,623,"[623, 313, 235, 253]"
live,4,232,625,"[625, 503, 232, 232]"
fell,4,232,667,"[667, 562, 256, 232]"
family,4,231,1003,"[1003, 383, 231, 328]"
green,4,229,362,"[362, 255, 229, 243]"
living,4,229,486,"[486, 335, 236, 229]"
suddenly,4,228,663,"[497, 663, 338, 228]"
leave,4,227,910,"[910, 638, 230, 227]"
held,4,227,648,"[648, 461, 237, 227]"
husband,4,226,719,"[719, 577, 309, 226]"
making,4,225,862,"[862, 432, 225, 229]"
letter,4,224,1013,"[1013, 539, 224, 301]"
aunt,4,223,1229,"[1229, 263, 223, 318]"
remember,4,222,535,"[535, 454, 241, 222]"
fear,4,222,496,"[478, 496, 222, 230]"
hard,4,221,668,"[668, 315, 221, 267]"
big,4,220,276,"[249, 250, 276, 220]"
hold,4,219,637,"[637, 253, 219, 237]"
age,4,217,474,"[474, 231, 235, 217]"
wild,4,216,403,"[403, 251, 216, 245]"
idea,4,216,770,"[770, 515, 216, 244]"
hour,4,214,996,"[996, 571, 214, 234]"
strange,4,213,620,"[620, 562, 213, 231]"
child,4,212,1463,"[1463, 655, 225, 212]"
married,4,212,514,"[514, 258, 212, 218]"
ground,4,210,630,"[630, 463, 210, 254]"
lips,4,210,470,"[392, 470, 235, 210]"
past,4,207,478,"[478, 359, 240, 207]"
become,4,204,567,"[567, 445, 387, 204]"
taking,4,203,779,"[779, 480, 203, 217]"
silence,4,201,597,"[597, 413, 209, 201]"
followed,4,201,496,"[496, 436, 220, 201]"
bad,4,200,655,"[655, 349, 216, 200]"
bit,4,200,378,"[378, 200, 231, 206]"
art,4,199,240,"[235, 199, 210, 240]"
arm,4,199,766,"[766, 394, 199, 203]"
person,4,198,897,"[897, 474, 198, 243]"
line,4,198,389,"[389, 198, 217, 283]"
wonder,4,197,423,"[423, 241, 197, 224]"
gentleman,4,196,1687,"[1687, 371, 196, 246]"
possible,4,196,784,"[784, 397, 199, 196]"
met,4,195,414,"[410, 414, 195, 205]"
rest,4,195,713,"[713, 506, 195, 247]"
answer,4,194,611,"[611, 511, 194, 230]"
terror,4,194,252,"[194, 246, 252, 244]"
blue,4,194,367,"[367, 288, 225, 194]"
window,4,193,757,"[757, 561, 287, 193]"
friends,4,193,831,"[831, 491, 193, 223]"
gold,4,193,275,"[275, 193, 193, 202]"
wish,4,192,1023,"[1023, 580, 192, 225]"
standing,4,191,545,"[545, 401, 191, 262]"
close,4,191,694,"[694, 395, 256, 191]"
comes,4,190,641,"[641, 258, 198, 190]"
else,4,189,973,"[973, 408, 189, 201]"
changed,4,189,278,"[278, 225, 245, 189]"
spoke,4,189,622,"[622, 385, 189, 211]"
bear,4,189,522,"[522, 213, 189, 220]"
seem,4,187,478,"[478, 265, 187, 198]"
silent,4,187,403,"[403, 299, 187, 210]"
business,4,187,896,"[896, 334, 187, 268]"
probably,4,185,387,"[387, 185, 314, 231]"
ten,4,185,587,"[587, 413, 185, 235]"
carried,4,185,425,"[425, 281, 199, 185]"
certainly,4,185,773,"[773, 407, 185, 192]"
forward,4,184,513,"[513, 236, 184, 209]"
help,4,183,746,"[746, 546, 200, 183]"
sort,4,183,1361,"[1361, 422, 183, 299]"
sister,4,182,757,"[757, 391, 182, 361]"
beauty,4,182,321,"[321, 228, 182, 196]"
corner,4,182,596,"[596, 303, 230, 182]"
foot,4,182,421,"[421, 252, 196, 182]"
talk,4,181,636,"[636, 512, 186, 181]"
talking,4,180,425,"[425, 320, 182, 180]"
account,4,180,582,"[582, 303, 180, 220]"
sent,4,180,408,"[408, 387, 234, 180]"
act,4,179,342,"[342, 236, 203, 179]"
common,4,178,410,"[410, 257, 314, 178]"
show,4,178,533,"[533, 288, 257, 178]"
doubt,4,176,741,"[741, 446, 232, 176]"
heaven,4,175,440,"[440, 240, 175, 232]"
number,4,175,370,"[350, 175, 370, 191]"
wait,4,175,341,"[340, 341, 203, 175]"
late,4,175,476,"[476, 360, 201, 175]"
play,4,175,328,"[328, 210, 200, 175]"
sound,4,175,506,"[506, 494, 202, 175]"
free,4,175,416,"[416, 287, 175, 221]"
sleep,4,175,473,"[464, 473, 175, 178]"
able,4,174,559,"[559, 309, 220, 174]"
music,4,172,222,"[222, 172, 191, 180]"
laid,4,171,569,"[569, 270, 177, 171]"
received,4,171,495,"[495, 297, 171, 253]"
won,4,170,664,"[664, 421, 202, 170]"
natural,4,168,504,"[434, 240, 504, 168]"
figure,4,168,376,"[376, 264, 198, 168]"
fine,4,168,706,"[706, 284, 168, 219]"
run,4,168,537,"[537, 269, 168, 200]"
question,4,167,777,"[777, 529, 169, 167]"
deep,4,167,514,"[514, 317, 167, 209]"
beautiful,4,166,467,"[467, 343, 183, 166]"
didn,4,166,825,"[825, 359, 282, 166]"
fall,4,165,409,"[409, 265, 165, 167]"
longer,4,165,820,"[820, 371, 198, 165]"
care,4,165,669,"[669, 388, 186, 165]"
river,4,165,284,"[284, 275, 165, 189]"
wanted,4,164,599,"[599, 454, 199, 164]"
neck,4,164,282,"[282, 193, 168, 164]"
hardly,4,164,717,"[717, 233, 181, 164]"
written,4,164,315,"[315, 178, 164, 170]"
became,4,163,547,"[547, 495, 175, 163]"
everything,4,163,993,"[993, 804, 204, 163]"
rose,4,163,631,"[631, 386, 187, 163]"
sight,4,163,635,"[635, 425, 163, 245]"
bring,4,162,480,"[480, 294, 179, 162]"
sitting,4,162,471,"[471, 342, 174, 162]"
happy,4,162,951,"[951, 483, 162, 222]"
forth,4,162,544,"[544, 162, 257, 317]"
kept,4,162,639,"[639, 455, 197, 162]"
stand,4,161,477,"[477, 212, 161, 213]"
character,4,161,509,"[509, 161, 301, 226]"
road,4,161,535,"[535, 350, 217, 161]"
sense,4,161,620,"[620, 341, 165, 161]"
six,4,161,556,"[556, 303, 162, 161]"
turning,4,160,592,"[592, 362, 160, 183]"
return,4,159,636,"[636, 434, 159, 223]"
church,4,159,427,"[427, 218, 193, 159]"
paper,4,159,442,"[442, 268, 189, 159]"
youth,4,158,265,"[265, 168, 160, 158]"
quickly,4,158,288,"[244, 288, 204, 158]"
boys,4,158,359,"[359, 339, 158, 174]"
warm,4,157,286,"[286, 157, 167, 162]"
ago,4,157,478,"[478, 272, 158, 157]"
seeing,4,157,556,"[556, 397, 157, 187]"
added,4,157,657,"[657, 398, 157, 210]"
low,4,156,702,"[702, 325, 175, 156]"
following,4,156,375,"[375, 169, 156, 156]"
truth,4,156,567,"[567, 275, 156, 173]"
walking,4,156,393,"[393, 200, 156, 156]"
feeling,4,156,701,"[701, 632, 156, 157]"
makes,4,155,485,"[485, 205, 155, 172]"
knows,4,154,550,"[550, 279, 154, 161]"
walk,4,154,638,"[638, 239, 154, 184]"
placed,4,154,378,"[378, 339, 154, 168]"
history,4,154,347,"[347, 154, 207, 193]"
pass,4,153,466,"[466, 282, 153, 179]"
nice,4,153,193,"[168, 193, 176, 153]"
watch,4,153,369,"[369, 285, 153, 183]"
hundred,4,153,747,"[747, 403, 153, 188]"
understand,4,152,751,"[632, 751, 274, 152]"
middle,4,152,266,"[266, 152, 158, 167]"
master,4,152,1065,"[1065, 322, 152, 308]"
hall,4,152,363,"[223, 170, 363, 152]"
cause,4,151,378,"[378, 289, 188, 151]"
thousand,4,151,542,"[542, 421, 151, 165]"
tried,4,151,502,"[415, 502, 205, 151]"
ran,4,150,527,"[364, 527, 161, 150]"
early,4,150,453,"[453, 243, 207, 150]"
wind,4,149,424,"[424, 265, 149, 185]"
darkness,4,149,287,"[287, 271, 153, 149]"
beneath,4,149,522,"[522, 167, 149, 200]"
clear,4,149,392,"[392, 301, 156, 149]"
entered,4,148,679,"[679, 429, 148, 184]"
fingers,4,147,210,"[210, 190, 171, 147]"
appeared,4,147,741,"[741, 519, 168, 147]"
sudden,4,147,335,"[335, 191, 147, 158]"
letters,4,146,364,"[364, 161, 146, 149]"
thinking,4,146,590,"[590, 356, 146, 150]"
died,4,145,358,"[358, 248, 177, 145]"
strong,4,145,641,"[641, 278, 145, 151]"
try,4,145,384,"[384, 335, 150, 145]"
sweet,4,144,299,"[299, 252, 144, 155]"
real,4,144,392,"[392, 248, 144, 156]"
lived,4,144,448,"[448, 276, 182, 144]"
continued,4,143,531,"[531, 450, 143, 159]"
looks,4,143,455,"[455, 143, 157, 150]"
opened,4,143,597,"[597, 556, 190, 143]"
city,4,142,306,"[265, 142, 306, 268]"
touch,4,142,281,"[281, 169, 156, 142]"
meet,4,142,384,"[384, 340, 142, 155]"
especially,4,141,309,"[309, 216, 148, 141]"
getting,4,141,466,"[466, 380, 166, 141]"
change,4,141,583,"[583, 348, 240, 141]"
town,4,141,769,"[769, 314, 141, 187]"
stone,4,141,371,"[371, 173, 142, 141]"
heavy,4,140,404,"[404, 254, 140, 146]"
office,4,140,357,"[357, 162, 148, 140]"
wide,4,140,247,"[247, 150, 165, 140]"
whatever,4,140,486,"[486, 222, 140, 195]"
memory,4,138,257,"[257, 226, 139, 138]"
length,4,138,485,"[485, 223, 138, 226]"
pocket,4,137,402,"[402, 333, 158, 137]"
reached,4,137,421,"[421, 298, 148, 137]"
according,4,136,256,"[256, 136, 182, 171]"
fair,4,136,313,"[313, 188, 136, 171]"
tears,4,136,470,"[470, 328, 136, 141]"
spirit,4,135,384,"[384, 171, 135, 158]"
various,4,135,281,"[281, 135, 174, 150]"
write,4,135,399,"[399, 241, 135, 173]"
cut,4,135,410,"[410, 300, 135, 169]"
front,4,135,454,"[454, 228, 188, 135]"
holding,4,134,294,"[294, 201, 135, 134]"
effect,4,134,455,"[455, 241, 145, 134]"
secret,4,134,386,"[386, 287, 134, 145]"
hours,4,134,575,"[575, 337, 134, 151]"
desire,4,133,286,"[286, 272, 137, 133]"
interest,4,133,479,"[479, 322, 133, 165]"
except,4,133,564,"[564, 231, 144, 133]"
company,4,133,513,"[513, 204, 133, 186]"
instant,4,133,400,"[400, 353, 133, 202]"
pleasure,4,133,628,"[628, 312, 133, 220]"
running,4,133,292,"[292, 186, 133, 159]"
teeth,4,132,243,"[243, 167, 132, 150]"
appearance,4,132,503,"[503, 254, 132, 145]"
none,4,132,487,"[487, 271, 132, 145]"
broken,4,132,386,"[386, 251, 146, 132]"
hot,4,131,245,"[245, 147, 150, 131]"
wall,4,131,588,"[588, 286, 147, 131]"
raised,4,130,442,"[442, 305, 162, 130]"
school,4,130,326,"[326, 180, 131, 130]"
latter,4,130,288,"[288, 160, 130, 137]"
soft,4,130,183,"[178, 130, 183, 165]"
breast,4,130,275,"[275, 132, 130, 131]"
view,4,130,463,"[463, 253, 254, 130]"
returned,4,130,1242,"[1242, 683, 130, 162]"
places,4,129,252,"[252, 147, 155, 129]"
afraid,4,129,545,"[545, 350, 129, 146]"
breath,4,129,359,"[359, 188, 133, 129]"
cry,4,129,361,"[361, 246, 129, 141]"
scene,4,129,258,"[258, 198, 129, 166]"
moved,4,129,299,"[273, 299, 164, 129]"
ear,4,128,256,"[256, 133, 136, 128]"
afterwards,4,128,521,"[521, 251, 128, 142]"
waiting,4,128,304,"[290, 304, 142, 128]"
drink,4,127,232,"[232, 196, 134, 127]"
attention,4,126,518,"[518, 324, 126, 170]"
stranger,4,126,440,"[440, 174, 149, 126]"
ready,4,126,633,"[633, 451, 126, 162]"
purpose,4,126,477,"[477, 233, 126, 154]"
passing,4,125,348,"[348, 203, 125, 155]"
wrote,4,125,257,"[257, 179, 125, 128]"
remained,4,125,587,"[587, 371, 125, 148]"
nearly,4,125,445,"[445, 268, 221, 125]"
struck,4,124,442,"[442, 387, 124, 144]"
dinner,4,124,483,"[483, 378, 144, 124]"
drew,4,124,453,"[453, 371, 156, 124]"
twice,4,124,197,"[197, 139, 124, 125]"
supposed,4,124,306,"[306, 124, 184, 148]"
horse,4,124,411,"[411, 241, 147, 124]"
covered,4,124,250,"[223, 250, 133, 124]"
former,4,124,324,"[324, 148, 130, 124]"
yellow,4,123,157,"[157, 134, 152, 123]"
ladies,4,123,506,"[506, 176, 123, 206]"
tea,4,123,264,"[264, 160, 124, 123]"
necessary,4,123,470,"[470, 240, 168, 123]"
quiet,4,123,449,"[449, 203, 157, 123]"
drawn,4,123,255,"[255, 127, 123, 128]"
happened,4,122,400,"[400, 352, 154, 122]"
laughed,4,121,344,"[344, 195, 176, 121]"
top,4,121,310,"[310, 172, 121, 144]"
caught,4,121,393,"[393, 237, 121, 143]"
law,4,121,396,"[396, 127, 131, 121]"
steps,4,121,330,"[326, 330, 205, 121]"
laughing,4,120,275,"[275, 179, 120, 122]"
eat,4,120,270,"[270, 186, 138, 120]"
lower,4,120,239,"[239, 141, 120, 140]"
giving,4,120,375,"[375, 214, 120, 139]"
goes,4,120,396,"[396, 120, 193, 185]"
third,4,120,290,"[290, 199, 120, 135]"
perfectly,4,120,447,"[447, 268, 142, 120]"
smile,4,119,671,"[658, 671, 119, 125]"
led,4,119,349,"[349, 224, 125, 119]"
party,4,119,453,"[453, 169, 119, 151]"
noise,4,118,284,"[284, 195, 118, 125]"
private,4,118,302,"[302, 118, 133, 127]"
pale,4,118,359,"[355, 359, 126, 118]"
terrible,4,118,390,"[368, 390, 118, 124]"
expression,4,118,471,"[455, 471, 118, 119]"
reading,4,117,235,"[235, 190, 117, 131]"
race,4,117,184,"[184, 155, 125, 117]"
nose,4,117,266,"[266, 117, 148, 148]"
glass,4,117,432,"[432, 323, 186, 117]"
sit,4,117,443,"[443, 224, 135, 117]"
aside,4,116,269,"[269, 116, 123, 121]"
ill,4,116,442,"[442, 200, 116, 154]"
dog,4,116,303,"[303, 153, 146, 116]"
trees,4,116,310,"[301, 310, 167, 116]"
language,4,116,152,"[137, 116, 144, 152]"
vast,4,116,226,"[226, 125, 116, 145]"
distance,4,116,446,"[446, 226, 116, 139]"
quick,4,115,272,"[272, 176, 115, 125]"
besides,4,115,428,"[428, 337, 115, 160]"
beside,4,115,331,"[331, 267, 177, 115]"
seven,4,114,310,"[310, 154, 114, 114]"
tree,4,114,156,"[156, 155, 149, 114]"
shadow,4,114,350,"[350, 192, 125, 114]"
names,4,113,226,"[226, 113, 131, 144]"
rising,4,113,289,"[289, 154, 114, 113]"
follow,4,112,259,"[259, 213, 128, 112]"
moon,4,112,133,"[127, 119, 133, 112]"
floor,4,112,404,"[404, 265, 126, 112]"
dress,4,112,265,"[247, 265, 144, 112]"
chance,4,112,382,"[382, 256, 131, 112]"
lovely,4,112,140,"[112, 140, 121, 116]"
sky,4,112,248,"[248, 240, 128, 112]"
laugh,4,112,383,"[383, 175, 112, 113]"
please,4,111,456,"[456, 307, 127, 111]"
step,4,111,441,"[441, 228, 129, 111]"
summer,4,111,219,"[219, 207, 132, 111]"
lines,4,111,197,"[197, 111, 129, 113]"
save,4,111,263,"[263, 239, 132, 111]"
easy,4,111,430,"[430, 186, 111, 133]"
die,4,111,400,"[400, 350, 111, 131]"
bright,4,111,325,"[325, 226, 128, 111]"
girls,4,111,306,"[306, 111, 128, 149]"
repeated,4,110,375,"[375, 290, 110, 123]"
bell,4,110,231,"[231, 171, 112, 110]"
grave,4,110,409,"[409, 140, 110, 113]"
pretty,4,110,919,"[919, 241, 110, 122]"
falling,4,109,213,"[213, 144, 110, 109]"
wouldn,4,109,530,"[530, 193, 158, 109]"
faces,4,109,235,"[235, 144, 111, 109]"
single,4,108,338,"[338, 167, 181, 108]"
stop,4,108,360,"[360, 229, 108, 110]"
instead,4,108,394,"[394, 341, 108, 116]"
leaves,4,108,230,"[230, 159, 126, 108]"
sides,4,107,165,"[165, 118, 107, 109]"
tone,4,107,541,"[541, 344, 115, 107]"
picture,4,107,260,"[260, 210, 107, 108]"
telling,4,107,245,"[245, 164, 107, 111]"
curious,4,107,281,"[281, 172, 110, 107]"
quietly,4,106,217,"[217, 119, 108, 106]"
generally,4,106,285,"[285, 106, 256, 107]"
filled,4,106,276,"[276, 243, 106, 112]"
week,4,106,372,"[372, 185, 106, 111]"
uncle,4,106,539,"[539, 127, 106, 210]"
trying,4,106,278,"[247, 278, 142, 106]"
legs,4,105,315,"[315, 174, 126, 105]"
south,4,105,264,"[264, 105, 153, 110]"
bent,4,105,254,"[254, 166, 111, 105]"
public,4,104,465,"[465, 168, 104, 121]"
rich,4,104,334,"[334, 223, 112, 104]"
usual,4,104,518,"[518, 288, 104, 127]"
meant,4,104,379,"[379, 236, 110, 104]"
field,4,103,183,"[183, 105, 103, 180]"
ears,4,103,233,"[233, 168, 103, 122]"
fresh,4,103,336,"[336, 231, 108, 103]"
glad,4,102,614,"[614, 379, 102, 118]"
thank,4,102,400,"[400, 236, 102, 108]"
unknown,4,102,219,"[219, 155, 116, 102]"
beginning,4,102,441,"[441, 281, 122, 102]"
leaving,4,102,311,"[311, 226, 102, 128]"
broke,4,102,235,"[235, 186, 120, 102]"
smiled,4,102,283,"[251, 283, 105, 102]"
killed,4,102,219,"[219, 142, 117, 102]"
shook,4,102,384,"[384, 243, 107, 102]"
later,4,101,275,"[275, 232, 174, 101]"
forget,4,101,277,"[277, 260, 112, 101]"
trouble,4,101,514,"[514, 266, 114, 101]"
stopped,4,101,462,"[443, 462, 150, 101]"
simply,4,101,410,"[189, 410, 130, 101]"
greater,4,101,297,"[297, 197, 167, 101]"
particular,4,100,425,"[425, 150, 100, 140]"
smiling,4,100,335,"[269, 335, 102, 100]"
closed,4,100,367,"[367, 282, 118, 100]"
mentioned,4,100,341,"[341, 122, 100, 134]"
influence,4,100,248,"[248, 172, 111, 100]"
formed,4,100,268,"[268, 166, 162, 100]"
shoulders,4,100,218,"[218, 177, 124, 100]"
somewhat,4,99,176,"[176, 153, 99, 113]"
greatest,4,99,190,"[190, 169, 103, 99]"
circumstances,4,99,413,"[413, 173, 99, 107]"
hill,4,99,179,"[153, 179, 105, 99]"
remembered,4,99,203,"[203, 199, 128, 99]"
sad,4,99,273,"[273, 123, 99, 103]"
distant,4,99,216,"[216, 131, 141, 99]"
impossible,4,99,408,"[408, 342, 99, 113]"
sorry,4,99,450,"[450, 202, 99, 112]"
island,4,98,189,"[98, 189, 174, 118]"
imagination,4,98,157,"[141, 157, 107, 98]"
speaking,4,98,484,"[484, 276, 98, 124]"
lives,4,98,239,"[239, 165, 98, 113]"
twenty,4,97,413,"[413, 222, 97, 101]"
